invoice_id,store_id,customer_id,invoice_date,discount
96,74,1726,7/8/2020,$9.69
97,88,95,10/3/2020,$0.00
98,89,598,12/16/2020,$7.91
99,62,658,7/25/2022,$4.77
100,68,1026,12/2/2021,$0.76
101,68,482,2/24/2023,$9.42
102,98,121,6/23/2023,$8.33
103,35,1009,5/24/2021,$8.32
104,52,484,6/12/2023,$3.45
105,94,1431,12/21/2021,$2.93
106,43,1442,6/9/2021,$7.17
107,76,1448,9/29/2021,$4.60
108,94,899,7/28/2022,$9.65
109,42,320,6/11/2021,$9.06
110,17,1266,5/6/2022,$9.41
111,25,1636,5/4/2023,$1.34
112,44,1224,2/14/2022,$5.07
113,78,1667,12/20/2020,$9.61
114,47,934,5/31/2021,$3.54
115,27,1469,5/22/2021,$2.66
116,80,75,7/26/2021,$2.96
117,93,1256,9/25/2022,$3.90
118,64,505,3/26/2022,$6.69
119,63,1439,11/4/2020,$0.13
120,65,939,7/16/2021,$4.00
121,51,1861,4/27/2022,$0.51
122,94,1052,10/13/2021,$9.17
123,48,1133,12/6/2020,$9.71
124,39,20,3/3/2021,$0.92
125,63,28,3/13/2023,$5.12
126,36,1643,6/29/2022,$6.26
127,62,1350,10/29/2022,$5.81
128,95,1192,6/1/2021,$8.27
129,94,1459,10/30/2021,$7.24
130,64,34,1/1/2021,$5.14
131,47,1794,11/24/2022,$8.45
132,39,1256,12/14/2020,$7.79
133,85,1532,7/18/2022,$6.74
134,49,1853,10/27/2022,$7.42
135,82,1727,9/6/2021,$3.49
136,85,349,7/12/2020,$4.67
137,76,404,3/22/2023,$4.34
138,47,762,5/25/2022,$5.30
139,34,206,3/13/2022,$4.64
140,32,1549,1/29/2021,$3.54
141,89,690,10/4/2020,$1.43
142,62,1069,2/2/2022,$4.03
143,45,1736,4/28/2022,$4.67
144,54,1845,4/22/2023,$9.23
145,53,330,7/4/2020,$8.08
146,54,383,6/19/2021,$8.03
147,47,1175,6/19/2023,$2.97
148,52,1825,9/26/2020,$8.92
149,48,152,8/6/2021,$9.20
150,54,1114,7/23/2021,$6.85
151,96,1446,3/3/2021,$7.24
152,62,812,2/1/2022,$6.62
153,17,1676,1/21/2021,$0.21
154,19,211,10/14/2021,$5.33
155,46,44,1/16/2022,$8.71
156,43,1127,6/20/2023,$3.22
157,62,838,6/29/2021,$7.61
158,49,661,12/21/2020,$2.84
159,28,1283,4/1/2022,$7.10
160,77,1225,5/4/2022,$9.92
161,59,1605,12/30/2022,$9.93
162,95,298,10/30/2020,$4.68
163,18,264,11/10/2022,$5.44
164,35,468,9/27/2021,$4.75
165,82,448,8/5/2022,$0.41
166,86,1374,6/21/2022,$5.64
167,50,650,11/24/2022,$0.38
168,14,1579,6/18/2022,$4.84
169,16,1217,11/30/2020,$9.79
170,50,568,10/8/2020,$7.64
171,41,1719,6/27/2022,$3.33
172,83,379,3/26/2022,$9.72
173,86,1828,6/17/2023,$0.44
174,11,1596,5/12/2022,$8.34
175,34,495,6/28/2021,$1.10
176,80,1685,3/31/2023,$8.00
177,90,1718,9/30/2021,$9.70
178,55,270,2/7/2022,$8.23
179,12,418,11/20/2021,$9.04
180,60,1358,5/12/2023,$0.37
181,44,1771,7/4/2021,$0.96
182,90,1527,2/11/2023,$2.52
183,49,912,6/28/2022,$5.16
184,11,906,8/31/2020,$3.68
185,49,1480,3/26/2023,$3.90
186,24,348,12/18/2020,$0.77
187,60,1307,3/12/2022,$2.13
188,79,718,2/27/2021,$1.83
189,46,76,6/19/2022,$1.22
190,73,1417,11/1/2020,$2.41
191,18,1383,11/15/2020,$6.15
192,97,1259,4/10/2023,$5.49
193,79,34,6/1/2022,$3.03
194,80,1427,11/22/2020,$3.61
195,70,190,3/21/2021,$9.18
196,24,1814,12/10/2020,$6.68
197,31,1785,5/28/2023,$5.64
198,73,912,3/15/2021,$0.44
199,89,384,3/21/2023,$9.82
200,37,124,4/15/2021,$9.99
201,58,1705,11/25/2021,$10.00
202,75,1477,8/22/2021,$8.58
203,62,1043,4/17/2021,$8.69
204,81,624,10/15/2021,$2.30
205,26,1092,7/7/2022,$8.07
206,69,1096,3/15/2021,$6.43
207,56,893,6/15/2022,$1.28
208,88,153,3/20/2021,$8.65
209,88,476,3/5/2022,$9.85
210,92,652,1/9/2023,$7.92
211,29,1153,8/5/2022,$7.66
212,77,1713,3/15/2023,$5.78
213,55,1774,7/5/2020,$2.60
214,79,77,9/18/2022,$7.58
215,56,397,1/23/2022,$4.12
216,84,1550,2/8/2022,$2.68
217,52,764,9/9/2022,$3.16
218,13,1370,2/8/2023,$8.36
219,35,1125,5/15/2022,$8.02
220,71,774,10/20/2022,$8.75
221,54,1648,6/14/2021,$5.49
222,27,768,6/6/2021,$2.83
223,43,17,12/16/2020,$4.83
224,37,596,3/13/2022,$1.55
225,59,468,10/1/2021,$6.05
226,13,159,8/17/2020,$3.84
227,87,567,4/21/2021,$1.37
228,23,118,7/9/2020,$1.23
229,89,776,7/21/2020,$5.51
230,21,586,5/17/2023,$3.74
231,65,967,9/10/2022,$3.61
232,24,477,10/2/2020,$1.87
233,86,1753,8/5/2022,$7.56
234,65,772,5/18/2023,$1.03
235,56,396,10/31/2021,$5.71
236,43,4,12/8/2021,$4.46
237,84,1106,5/29/2021,$8.41
238,27,1545,10/16/2022,$7.37
239,42,194,7/4/2020,$0.45
240,24,1336,8/11/2020,$8.45
241,96,940,5/4/2022,$2.03
242,30,756,5/21/2023,$9.17
243,53,483,9/30/2022,$1.44
244,14,751,5/21/2021,$5.12
245,67,691,12/14/2020,$7.51
246,52,1007,12/24/2022,$8.01
247,25,47,4/28/2023,$7.22
248,87,1452,7/15/2022,$9.81
249,50,224,2/26/2021,$3.01
250,82,1691,4/23/2021,$9.68
251,83,911,5/25/2021,$8.83
252,55,558,8/24/2021,$0.66
253,25,1174,9/18/2021,$6.98
254,32,1112,3/24/2021,$3.00
255,30,324,4/28/2023,$7.69
256,40,209,5/16/2021,$8.81
257,24,584,5/8/2021,$5.93
258,64,603,10/2/2021,$1.32
259,38,1514,10/30/2021,$5.75
260,65,501,6/22/2022,$7.86
261,68,416,11/17/2021,$4.97
262,46,431,9/25/2020,$8.09
263,91,989,12/3/2021,$1.43
264,34,1439,3/6/2022,$3.88
265,87,12,10/7/2020,$2.10
266,41,286,2/8/2022,$3.09
267,42,148,10/28/2020,$7.49
268,98,1650,4/4/2021,$7.79
269,94,862,12/17/2020,$2.74
270,91,126,7/1/2022,$0.40
271,80,1311,2/13/2022,$8.24
272,78,1512,1/18/2022,$2.67
273,50,1059,10/15/2022,$3.78
274,18,993,1/2/2023,$8.85
275,94,744,11/25/2022,$1.90
276,37,1409,11/4/2022,$9.17
277,54,317,8/22/2020,$1.16
278,82,1194,12/22/2022,$6.00
279,27,1465,7/17/2020,$9.56
280,43,962,7/22/2021,$7.22
281,60,154,4/29/2023,$9.53
282,57,816,10/15/2020,$9.88
283,36,1748,7/16/2020,$0.09
284,62,1109,10/1/2021,$7.20
285,42,757,8/27/2020,$5.81
286,72,141,2/25/2022,$5.50
287,84,122,5/23/2022,$5.86
288,82,203,3/31/2022,$5.64
289,64,1198,11/29/2022,$8.57
290,41,1626,11/11/2020,$8.26
291,62,1290,10/30/2022,$6.51
292,41,303,1/12/2022,$4.87
293,18,74,11/4/2021,$3.16
294,91,145,7/6/2022,$8.54
295,33,55,1/17/2022,$3.29
296,91,1396,3/1/2022,$9.69
297,23,1853,9/5/2022,$3.65
298,54,131,6/25/2022,$9.00
299,48,1037,7/30/2020,$2.28
300,68,1012,5/15/2021,$8.58
301,84,1596,6/19/2022,$6.05
302,33,665,3/14/2022,$0.21
303,62,753,8/10/2020,$9.82
304,79,620,10/20/2022,$4.20
305,89,1592,1/9/2022,$3.63
306,57,945,9/15/2021,$3.06
307,89,1456,5/27/2021,$2.59
308,91,1313,10/9/2020,$6.83
309,11,1596,11/30/2022,$8.95
310,15,1325,3/29/2022,$9.62
311,55,1142,9/2/2021,$1.91
312,60,20,4/4/2023,$5.99
313,34,497,12/19/2020,$5.87
314,98,1827,8/19/2021,$7.49
315,21,1141,4/18/2022,$6.86
316,59,1472,10/7/2021,$9.36
317,38,1441,7/26/2021,$3.56
318,21,110,5/26/2022,$1.81
319,97,4,1/17/2022,$4.97
320,34,472,1/8/2021,$7.93
321,30,170,9/27/2021,$8.05
322,52,1594,9/1/2020,$8.88
323,89,426,5/27/2021,$5.97
324,59,268,5/17/2022,$7.84
325,56,1663,10/31/2021,$0.46
326,93,1190,10/14/2022,$1.61
327,62,1827,12/6/2022,$4.84
328,57,45,8/9/2021,$7.09
329,45,321,2/14/2021,$0.27
330,86,638,11/12/2020,$6.33
331,91,113,11/8/2022,$4.24
332,49,1327,3/24/2023,$3.45
333,83,675,4/6/2022,$3.78
334,39,1222,7/1/2022,$0.56
335,10,1513,7/15/2022,$4.85
336,80,308,2/2/2023,$4.52
337,71,385,7/5/2021,$1.36
338,17,1247,1/24/2022,$3.51
339,41,799,8/22/2021,$3.30
340,44,1375,3/22/2021,$7.22
341,35,1690,8/22/2021,$2.34
342,62,993,7/1/2020,$0.65
343,60,570,9/29/2021,$1.22
344,24,465,5/24/2023,$4.11
345,21,1122,4/4/2021,$9.80
346,55,619,5/6/2021,$8.34
347,10,426,3/14/2021,$7.90
348,78,983,6/6/2021,$7.62
349,50,449,5/27/2021,$7.16
350,87,370,2/27/2023,$0.05
351,70,823,2/16/2023,$6.42
352,71,305,5/6/2021,$6.72
353,90,1239,3/20/2022,$3.25
354,95,1081,9/12/2022,$0.96
355,94,2,12/25/2022,$8.62
356,35,39,12/5/2021,$0.78
357,89,1453,3/7/2021,$5.61
358,55,1679,1/8/2021,$2.61
359,30,412,10/31/2022,$7.10
360,60,1791,6/3/2021,$4.13
361,63,1804,3/11/2021,$9.54
362,58,568,12/12/2020,$7.88
363,50,160,8/9/2021,$5.97
364,50,1845,4/23/2021,$0.10
365,86,1497,6/8/2021,$1.76
366,73,1786,3/14/2023,$6.34
367,21,1353,5/14/2021,$5.39
368,81,250,1/24/2023,$4.52
369,11,994,12/18/2022,$4.91
370,66,819,8/18/2021,$9.95
371,92,1091,10/5/2022,$7.35
372,11,1490,3/6/2023,$3.18
373,75,355,12/26/2020,$4.89
374,91,799,7/10/2021,$8.08
375,99,259,6/23/2021,$7.08
376,88,1398,2/7/2023,$5.83
377,30,727,4/24/2022,$5.46
378,43,1575,8/2/2022,$3.38
379,13,1430,10/31/2021,$2.77
380,66,761,11/3/2020,$3.20
381,19,1858,1/27/2022,$8.96
382,69,1549,1/23/2021,$1.39
383,16,992,2/17/2021,$1.41
384,56,263,7/16/2020,$3.71
385,88,1201,2/23/2021,$6.42
386,32,1551,6/9/2023,$3.72
387,47,1194,5/1/2022,$4.33
388,17,1341,3/27/2022,$4.27
389,43,741,10/17/2021,$4.49
390,97,1251,3/18/2023,$5.86
391,51,1316,5/13/2022,$1.84
392,57,1580,3/2/2023,$4.35
393,91,613,8/28/2022,$8.41
394,20,1576,10/7/2021,$2.45
395,75,1685,8/21/2020,$4.82
396,93,230,11/12/2020,$0.08
397,69,946,3/22/2021,$7.13
398,56,677,12/30/2021,$1.30
399,96,1026,1/22/2021,$2.11
400,92,1131,3/9/2022,$7.46
401,31,1514,8/3/2020,$0.17
402,27,1626,6/12/2022,$7.60
403,27,1766,9/28/2022,$6.98
404,52,1810,5/15/2022,$3.45
405,11,1691,10/9/2021,$7.86
406,12,1270,10/13/2020,$7.05
407,13,1683,12/30/2021,$6.39
408,40,1461,3/22/2023,$7.66
409,46,1196,2/11/2022,$2.42
410,34,1012,10/21/2021,$4.00
411,63,554,2/17/2021,$4.97
412,44,571,2/6/2021,$4.31
413,94,1636,1/18/2021,$9.84
414,95,1654,11/18/2020,$5.30
415,98,89,9/20/2020,$9.08
416,26,208,3/8/2022,$0.16
417,74,1650,5/31/2022,$4.43
418,53,496,4/3/2021,$4.13
419,79,1454,9/21/2021,$0.62
420,68,888,6/4/2022,$5.39
421,94,631,12/28/2022,$1.71
422,40,1099,4/16/2023,$6.97
423,42,257,12/29/2020,$0.63
424,22,340,8/30/2020,$1.07
425,46,1284,1/8/2022,$9.64
426,49,561,3/8/2021,$8.41
427,37,1521,11/8/2021,$0.43
428,92,97,9/9/2020,$6.54
429,45,1297,3/11/2023,$3.93
430,38,978,6/28/2023,$1.47
431,55,841,5/5/2022,$4.75
432,33,878,8/14/2021,$5.44
433,42,923,9/11/2022,$6.51
434,22,1426,10/10/2021,$2.11
435,31,1738,1/13/2023,$3.18
436,58,1871,2/19/2023,$7.79
437,17,923,11/14/2021,$3.01
438,52,1041,1/15/2021,$8.08
439,83,804,6/22/2021,$0.39
440,34,604,2/13/2023,$0.44
441,37,73,12/22/2021,$1.35
442,88,1777,7/23/2021,$6.00
443,12,1594,5/29/2022,$1.77
444,78,637,1/4/2021,$9.28
445,54,1048,8/20/2020,$3.46
446,78,324,1/3/2021,$3.21
447,96,493,11/13/2020,$3.00
448,87,1686,8/1/2020,$5.60
449,58,320,10/8/2020,$6.02
450,18,1702,4/7/2021,$8.21
451,94,483,5/1/2022,$4.23
452,23,1063,12/5/2022,$8.33
453,67,775,5/19/2022,$2.54
454,16,1692,2/24/2022,$3.95
455,41,1517,5/14/2021,$8.64
456,84,924,3/1/2022,$2.44
457,62,1035,5/3/2023,$4.34
458,30,563,12/2/2021,$4.53
459,51,551,8/14/2020,$1.70
460,46,500,4/30/2021,$3.93
461,88,1104,5/14/2021,$2.68
462,99,601,6/12/2023,$3.77
463,82,1795,10/9/2020,$0.43
464,54,1302,1/5/2021,$4.86
465,91,1251,12/29/2020,$3.11
466,24,985,12/5/2021,$5.44
467,15,412,10/10/2022,$8.55
468,23,496,3/12/2023,$8.82
469,61,1771,12/5/2020,$6.87
470,35,816,4/7/2022,$0.58
471,71,1120,9/22/2021,$6.22
472,44,366,9/14/2022,$4.69
473,40,303,6/26/2023,$1.97
474,33,1181,8/8/2020,$7.87
475,58,801,3/31/2022,$6.62
476,22,603,6/28/2022,$1.94
477,72,102,8/2/2022,$6.24
478,79,1463,7/13/2022,$2.23
479,86,60,3/4/2023,$6.25
480,75,1683,2/26/2023,$6.76
481,98,1708,7/11/2022,$1.69
482,23,78,2/7/2023,$0.32
483,95,910,1/13/2023,$1.19
484,25,1547,11/21/2022,$3.78
485,76,277,12/11/2020,$9.69
486,95,492,7/1/2022,$3.36
487,36,1688,4/6/2021,$2.57
488,95,370,2/25/2022,$7.84
489,20,1834,6/1/2021,$7.76
490,52,1844,4/29/2021,$0.07
491,48,316,2/14/2023,$5.85
492,78,1554,12/6/2021,$7.58
493,77,901,10/16/2022,$8.86
494,52,1569,9/24/2020,$0.55
495,10,917,7/6/2021,$2.43
496,61,1802,4/13/2023,$2.91
497,90,722,4/6/2022,$0.28
498,68,1233,9/17/2020,$1.90
499,61,363,11/30/2021,$1.02
500,53,536,10/3/2020,$1.63
501,61,429,11/27/2020,$0.50
502,85,87,4/30/2021,$1.10
503,89,1592,11/30/2021,$1.75
504,17,729,4/23/2021,$9.49
505,39,1417,2/21/2021,$9.73
506,83,1591,8/5/2022,$9.02
507,10,1634,6/5/2022,$2.87
508,67,973,6/17/2022,$8.11
509,60,373,9/13/2021,$8.68
510,12,207,8/6/2021,$6.34
511,23,1315,7/8/2020,$7.22
512,50,1625,10/30/2020,$0.29
513,11,547,4/9/2023,$4.17
514,87,282,4/21/2023,$4.28
515,20,657,9/29/2021,$8.34
516,57,1165,12/7/2022,$3.11
517,27,138,9/23/2021,$5.59
518,71,344,7/19/2021,$5.63
519,26,1208,7/20/2021,$0.72
520,77,841,8/23/2022,$6.45
521,41,1682,11/13/2021,$0.72
522,23,125,4/3/2021,$0.85
523,99,1174,7/18/2020,$3.03
524,39,579,5/31/2021,$9.88
525,84,1636,3/25/2021,$6.56
526,93,1786,6/15/2022,$0.88
527,13,1812,7/16/2020,$5.02
528,39,1285,7/22/2022,$3.91
529,59,1370,5/19/2021,$0.77
530,86,1329,5/23/2021,$2.86
531,79,1478,4/17/2022,$9.95
532,56,1036,7/30/2021,$3.81
533,70,425,2/4/2021,$0.33
534,29,904,4/11/2023,$5.36
535,70,997,12/7/2021,$1.04
536,26,1293,8/31/2020,$4.75
537,88,1521,5/19/2021,$1.06
538,23,564,4/21/2022,$4.52
539,67,846,2/20/2021,$9.31
540,73,931,4/24/2021,$8.56
541,24,681,3/29/2023,$2.94
542,45,204,3/26/2022,$9.57
543,51,770,10/22/2021,$7.49
544,84,1127,5/10/2022,$3.84
545,26,499,3/21/2023,$0.15
546,19,852,12/31/2020,$3.96
547,54,1663,6/26/2021,$2.38
548,39,514,1/14/2021,$8.93
549,85,844,5/13/2023,$9.19
550,94,971,12/23/2020,$2.68
551,11,646,6/4/2023,$0.45
552,93,1578,7/28/2021,$6.87
553,97,272,10/8/2021,$3.91
554,33,1646,7/30/2020,$1.38
555,71,1805,2/10/2022,$4.04
556,16,270,1/31/2022,$6.43
557,78,913,9/13/2022,$9.12
558,13,1138,10/16/2022,$6.90
559,88,608,1/8/2022,$5.33
560,66,318,7/29/2022,$4.07
561,53,1394,2/2/2021,$6.91
562,86,519,8/18/2021,$9.08
563,70,1873,6/20/2023,$5.68
564,80,1252,6/1/2023,$7.73
565,35,1481,4/14/2022,$8.67
566,54,168,7/2/2021,$1.58
567,25,168,6/8/2022,$1.29
568,75,1747,3/7/2021,$6.70
569,87,1446,8/12/2021,$5.56
570,15,1463,3/9/2023,$6.97
571,72,1220,1/19/2021,$8.58
572,69,502,7/4/2020,$4.25
573,11,211,12/28/2020,$8.23
574,15,104,9/30/2021,$1.32
575,53,1618,8/12/2020,$8.12
576,40,1081,2/4/2022,$4.74
577,98,1799,12/1/2022,$6.60
578,94,1009,2/18/2023,$7.78
579,71,502,12/6/2021,$7.47
580,29,795,4/7/2022,$0.74
581,67,1033,6/2/2022,$7.00
582,52,423,10/22/2020,$7.17
583,10,1610,2/28/2021,$9.01
584,68,1133,2/20/2022,$9.43
585,17,1790,1/25/2022,$8.21
586,25,982,6/20/2021,$9.16
587,20,1506,1/20/2023,$7.38
588,69,1570,5/25/2021,$6.04
589,16,938,7/23/2021,$1.27
590,17,766,1/1/2021,$0.05
591,79,737,3/2/2023,$3.53
592,74,177,8/28/2020,$5.36
593,15,11,1/1/2023,$0.67
594,41,388,7/2/2022,$0.99
595,58,874,6/24/2021,$3.18
596,10,332,6/14/2022,$7.05
597,76,133,12/11/2022,$3.36
598,24,1809,10/25/2020,$1.87
599,54,1015,11/1/2021,$8.93
600,33,1381,11/25/2022,$9.64
601,88,468,8/12/2022,$5.49
602,23,1425,2/7/2021,$3.56
603,81,331,3/19/2021,$0.80
604,44,1063,5/6/2022,$6.19
605,54,20,2/23/2023,$0.40
606,88,705,1/17/2021,$5.36
607,73,800,2/24/2023,$4.10
608,89,1192,12/3/2021,$8.73
609,99,621,11/14/2021,$5.80
610,71,38,6/30/2022,$3.30
611,15,336,11/6/2021,$9.46
612,41,829,7/19/2020,$5.37
613,62,461,2/6/2021,$6.97
614,40,784,12/16/2022,$1.38
615,80,573,1/11/2022,$9.03
616,50,1021,2/3/2023,$6.40
617,82,156,4/30/2022,$1.14
618,95,1086,4/4/2021,$4.24
619,88,1190,3/21/2023,$8.64
620,69,1113,2/17/2021,$4.07
621,81,267,6/10/2022,$2.74
622,91,1422,7/30/2022,$5.12
623,23,343,11/2/2022,$9.69
624,80,89,8/27/2020,$8.86
625,47,188,2/26/2021,$6.85
626,63,1410,4/15/2021,$7.06
627,46,1449,5/19/2023,$9.90
628,62,795,10/9/2020,$8.14
629,79,289,7/29/2022,$4.14
630,30,1199,8/4/2022,$2.95
631,67,280,3/12/2022,$9.34
632,66,1269,2/7/2022,$2.24
633,54,1233,10/12/2022,$3.90
634,69,1422,6/28/2023,$1.34
635,15,1418,8/3/2021,$0.28
636,99,825,7/3/2020,$0.79
637,12,830,2/5/2022,$2.22
638,73,1297,2/7/2023,$0.08
639,70,347,9/11/2021,$9.16
640,13,1715,12/20/2022,$5.95
641,75,1060,4/21/2023,$6.74
642,84,310,7/11/2021,$7.46
643,81,1819,10/28/2021,$9.96
644,11,1285,8/7/2020,$3.88
645,53,1231,9/20/2021,$8.30
646,60,268,11/29/2022,$8.71
647,61,932,8/5/2020,$0.99
648,27,217,8/26/2021,$9.53
649,15,1602,5/15/2022,$9.27
650,73,922,11/19/2020,$9.83
651,21,1616,7/10/2022,$8.89
652,40,679,7/15/2022,$4.18
653,31,1497,4/1/2022,$4.01
654,55,1532,5/21/2021,$7.85
655,87,313,8/6/2021,$8.29
656,18,458,1/4/2021,$0.29
657,64,449,3/15/2023,$1.96
658,55,1660,2/21/2021,$5.56
659,54,39,11/10/2022,$9.50
660,27,1590,9/10/2021,$3.72
661,36,1446,3/13/2022,$4.34
662,44,1512,1/8/2022,$4.72
663,26,167,4/22/2021,$2.06
664,55,1208,3/3/2022,$6.86
665,38,1448,12/4/2020,$0.77
666,27,1015,1/14/2023,$0.82
667,69,729,6/14/2021,$9.71
668,40,1413,3/7/2022,$0.16
669,72,362,5/29/2021,$6.08
670,90,640,10/31/2020,$1.63
671,89,1872,8/29/2021,$9.87
672,98,469,5/17/2021,$0.94
673,14,1146,11/22/2022,$4.20
674,74,691,2/13/2021,$2.52
675,46,1871,1/30/2023,$5.75
676,66,40,11/9/2020,$1.40
677,44,482,10/17/2022,$0.92
678,23,1529,8/14/2022,$1.55
679,87,1018,9/27/2022,$4.68
680,70,573,4/18/2022,$0.27
681,31,1448,3/4/2021,$0.91
682,35,588,11/20/2022,$0.47
683,50,1539,5/4/2022,$7.47
684,68,223,1/21/2023,$9.18
685,39,1577,3/13/2021,$8.07
686,45,711,12/6/2020,$4.53
687,14,1309,5/5/2021,$5.96
688,59,1749,3/4/2021,$1.64
689,83,1210,1/20/2022,$3.73
690,81,2,4/5/2022,$6.45
691,42,1504,4/19/2021,$4.32
692,60,526,1/9/2023,$1.81
693,41,1351,11/12/2020,$9.70
694,86,91,2/23/2021,$5.49
695,38,1740,12/21/2020,$5.60
696,77,380,6/30/2021,$9.06
697,51,1456,8/6/2020,$0.39
698,10,695,2/26/2022,$5.24
699,37,989,3/16/2022,$4.63
700,17,7,7/9/2021,$7.79
701,40,1019,11/5/2021,$3.05
702,46,1587,6/6/2022,$5.30
703,52,1550,4/28/2021,$8.16
704,51,1634,10/4/2020,$1.54
705,61,717,10/26/2022,$5.79
706,24,1194,11/23/2020,$6.31
707,75,309,2/8/2023,$2.25
708,96,646,5/23/2021,$2.56
709,24,965,10/31/2021,$7.42
710,52,155,8/10/2021,$8.27
711,82,491,9/30/2022,$7.05
712,35,1442,11/7/2022,$6.31
713,86,670,8/21/2020,$8.54
714,16,875,2/13/2021,$2.19
715,70,58,10/20/2021,$9.31
716,53,332,2/12/2022,$4.65
717,50,1028,11/8/2020,$8.14
718,35,875,1/11/2021,$5.53
719,97,841,11/19/2022,$6.75
720,27,1365,7/12/2022,$2.93
721,20,1219,4/29/2022,$2.03
722,83,509,7/19/2020,$5.66
723,97,756,9/3/2021,$2.09
724,51,1225,10/2/2022,$4.11
725,65,518,8/20/2021,$3.98
726,31,1027,2/3/2023,$3.72
727,79,205,1/7/2023,$6.39
728,74,1737,11/21/2022,$5.60
729,55,475,10/8/2020,$4.59
730,17,1872,5/21/2021,$2.19
731,83,1456,9/14/2021,$0.37
732,81,90,5/4/2021,$0.85
733,86,1656,6/8/2023,$3.99
734,21,844,11/19/2021,$7.41
735,89,1773,4/4/2021,$3.16
736,21,1063,4/13/2022,$4.90
737,58,197,2/6/2023,$1.92
738,58,834,3/11/2022,$1.85
739,13,1680,4/22/2022,$9.98
740,44,129,10/21/2022,$2.26
741,91,1265,12/28/2020,$5.09
742,32,167,1/2/2022,$6.19
743,93,1314,12/19/2022,$6.39
744,90,478,12/6/2020,$6.82
745,95,340,7/15/2021,$5.57
746,59,1781,7/6/2021,$8.71
747,50,595,1/4/2021,$6.33
748,54,1833,8/27/2022,$7.84
749,24,652,5/17/2021,$3.26
750,38,1649,7/9/2021,$1.57
751,36,265,2/18/2021,$8.08
752,54,1248,10/7/2021,$8.23
753,94,1108,3/21/2023,$2.11
754,90,630,5/1/2021,$9.02
755,87,101,2/16/2022,$5.55
